제목,내용,PDF파일명,페이지
2014년,단순히 보여주기(display)위해 사용하는 모니터,2014_faq.pdf,86
2014년,멸균포장 위한 파우치,2014_faq.pdf,87
2014년,물약 경구투여하는 기기,2014_faq.pdf,88
2014년,눈 상처 씻는 제품,2014_faq.pdf,89
2014년,목견인기,2014_faq.pdf,90
2014년,저주파를 이용한 운동기구,2014_faq.pdf,91
2014년,과학학습용도 현미경,2014_faq.pdf,92
2014년,검사용 혈액 견본으로부터 혈장분리기,2014_faq.pdf,93
2014년,구강건조에 사용하는 스프레이,2014_faq.pdf,94
2014년,가려움증 완화를 목적 제품,2014_faq.pdf,95
2014년,가정에서 사용하는 비데,2014_faq.pdf,96
2014년,헬스기구,2014_faq.pdf,97
2014년,카테터 고정에 사용하는 제품 품목분류 질의,2014_faq.pdf,98
2014년,물과 계면활성제 등으로 구성되어 내시경 렌즈의 김 서림을 방지하기 위해 사용하는 용액,2014_faq.pdf,99
2014년,병원에서 혈관외과 등의 시술 시 다리를 올려 고정할 수 있는 스트랩,2014_faq.pdf,100
2014년,골반 부위에 착용하는 신체충격완화용 에어백,2014_faq.pdf,101
2014년,병원에서 사용되는 물품 운반용 카트,2014_faq.pdf,102
2014년,EO가스 멸균 밸리데이션 주기 관련 질의,2014_faq.pdf,105
2014년,1등급 의료기기 GMP 적용 관련 질의,2014_faq.pdf,105
2014년,수출용 의료기기 GMP 적용 관련 질의,2014_faq.pdf,106
2014년,품질검사 수탁 가능 관련 질의,2014_faq.pdf,106
2014년,보관소 소재지변경 시 GMP변경심사 질의,2014_faq.pdf,107
2014년,정기갱신 심사 시 현장심사 적용시기 질의,2014_faq.pdf,107
2014년,품목군 추가심사 관련 질의,2014_faq.pdf,108
2014년,정기갱신심사 시 서류심사 가능 관련 질의,2014_faq.pdf,108
2014년,의약품 제조업체 소재지에 의료기기 제조업 허가 관련 질의,2014_faq.pdf,109
2014년,GMP 품질관리심사기관 관련 질의,2014_faq.pdf,110
2014년,품질검사 관련 질의,2014_faq.pdf,110
2014년,문서상 주소변경 시 GMP 심사 관련 질의,2014_faq.pdf,111
2014년,청정도 유효성 평가 대행 관련 질의,2014_faq.pdf,112
2014년,전공정 또는 일부공정을 위탁제조 시 GMP 심사 관련 질의,2014_faq.pdf,113
2014년,수입의료기기 품질검사 관련 질의,2014_faq.pdf,113
2014년,의료영상전송소프트웨어에 대한 제조시설 등 관련 질의,2014_faq.pdf,114
2014년,전공정 위탁 관련 질의,2014_faq.pdf,114
2014년,수입의료기기 GMP 심사 관련 질의,2014_faq.pdf,115
2014년,타 분야 제조업체에서 의료기기 제조 및 GMP심사 관련 질의,2014_faq.pdf,115
2014년,수입의료기기 입출고 시험검사 위탁 관련 질의,2014_faq.pdf,116
2014년,임신진단시약 온라인 판매 관련 질의,2014_faq.pdf,116
2014년,GMP유효기간 만료 후 재고제품 판매 관련 질의,2014_faq.pdf,117
2014년,수입제품의 입고검사 시 외국제조원의 시험성적서 인정 관련 질의,2014_faq.pdf,117
2014년,1등급 체외진단용 의료기기시험항목 등 관련 질의,2014_faq.pdf,118
2014년,용기 등의 기재사항 관련 질의,2014_faq.pdf,121
2014년,영문으로된 모델명을 한글로 표시(기재) 가능 관련 질의,2014_faq.pdf,121
2014년,위탁제조 시 표시(기재) 관련 질의,2014_faq.pdf,122
2014년,모델명 추가된 의료기기 광고 관련 질의,2014_faq.pdf,122
2014년,의료기기 표시(기재) 관련 질의,2014_faq.pdf,123
2014년,해외 수출한 의료기기의 허가받은 사항 이외의 광고 관련 질의,2014_faq.pdf,123
2014년,양도양수된 의료기기의 표시(기재)사항 관련 질의,2014_faq.pdf,124
2014년,전문가 인터뷰 내용 광고 가능 관련 질의,2014_faq.pdf,124
2014년,의료기기 무료시술 광고 등 관련 질의,2014_faq.pdf,125
2014년,의료기기 낱개포장 기재사항 관련 질의,2014_faq.pdf,125
2014년,의료기기 표시기재 관련 질의,2014_faq.pdf,126
2014년,용기나 외장 등의 면적이 협소한 경우 표시기재 관련 질의,2014_faq.pdf,126
2014년,사용전후 비교 광고 가능 관련 질의,2014_faq.pdf,127
2014년,수출용 의료기기 표시기재 관련 질의,2014_faq.pdf,127
2014년,의료기기 포장 관련 질의,2014_faq.pdf,128
2014년,의료기기 광고 사전심의 관련 질의,2014_faq.pdf,128
2014년,광고사전 심의대상 관련 질의,2014_faq.pdf,129
2014년,심의받은 광고에서 위반 시 행정처분 면제 여부 질의,2014_faq.pdf,129
2014년,수입의료기기 표시기재 관련 질의,2014_faq.pdf,130
2014년,의료기기 표시기재사항에 판매업체 기재 가능한지 여부 질의,2014_faq.pdf,130
2014년,자궁경부암에 대한 정보에 대한 광고사전심의 관련 질의,2014_faq.pdf,131
2014년,판매처에 따라 포장박스를 다르게 하여 판매 관련 질의,2014_faq.pdf,131
2014년,첨부문서 광고 관련 질의,2014_faq.pdf,132
2014년,광고심의를 사업자별로 받아야 하는지 여부 및 광고사전심의 면제 대상,2014_faq.pdf,133
2014년,표시기재 사항 중 '상품명' 표시 문의,2014_faq.pdf,134
2014년,의료기기 광고심의대상 관련 질의,2014_faq.pdf,135
2014년,임상시험용 의료기기 표시기재 부착방법 관련 질의,2014_faq.pdf,135
2014년,의료기기 첨부문서 제공 관련 질의,2014_faq.pdf,136
2014년,판매업무 정지기간 중에 무료체험방 운영 가능 관련 질의,2014_faq.pdf,139
2014년,체외진단용의약품이 의료기기로 전환 시 약국 판매 관련 질의,2014_faq.pdf,139
2014년,해외 의료기기 구매대행 관련 질의,2014_faq.pdf,140
2014년,체외진단분석기용시약의 판매업 요건 관련 질의,2014_faq.pdf,140
2014년,임신테스터기 자동판매기 설치·판매 관련 질의,2014_faq.pdf,141
2014년,품목취하 후 재고 판매 관련 질의,2014_faq.pdf,141
2014년,의료기기 임대관련 질의,2014_faq.pdf,142
2014년,의료기관 내에서 의료기기판매업 신고 관련 질의,2014_faq.pdf,142
2014년,시력보정용안경(돋보기) 판매 관련 문의,2014_faq.pdf,143
2014년,이동형검진차량 판매 관련 질의,2014_faq.pdf,144
2014년,도수 수경 판매 관련 질의,2014_faq.pdf,144
2014년,의료기기 판매업 신고 및 광고사전심의 대상 관련 질의,2014_faq.pdf,145
2014년,중고의료기기 건강보험심사평가원 등록 관련 질의,2014_faq.pdf,146
2014년,중고의료기기 신청서 관련 질의,2014_faq.pdf,146
2014년,다른 제조업체 제품 판매 관련 질의,2014_faq.pdf,147
2014년,체외진단시약 판매하기 위한 조건 질의,2014_faq.pdf,147
2014년,의료기기와 의약외품 광고 관련 질의,2014_faq.pdf,148
2014년,임신진단시약 등 편의점 판매 가능 여부 질의,2014_faq.pdf,148
2014년,품목 변경허가 이후 수입업체 재고 판매 관련 질의,2014_faq.pdf,149
2014년,판매업체가 보유한 품목변경허가 이전 제품 판매 관련 질의,2014_faq.pdf,149
2014년,의료기관에서 품목변경허가 이전 제품 사용 관련 질의,2014_faq.pdf,150
2014년,품목 허가 양도 후 재고제품 판매 관련 질의,2014_faq.pdf,150
2014년,의료기관의 중고의료기기 양도 관련 질의,2014_faq.pdf,151
2014년,중고의료기기 검사필증을 받아야 하는 주체 관련 질의,2014_faq.pdf,152
2014년,재제조 의료기기 수입 절차 관련 질의,2014_faq.pdf,153
2014년,의료기기 임대업에 관한 질의,2014_faq.pdf,154
2014년,의료기기 판매업소에서 의사의 처방없이 소비자에게 의료기기 판매 관련 질의,2014_faq.pdf,154
2014년,중고의료기기 검사필증 미부착 의료기기 사용 관련 질의,2014_faq.pdf,155
2014년,외부박스 표시(기재) 기준 관련 질의,2014_faq.pdf,159
2014년,의약품흡수유도피부자극기의 개인용 기준 관련 질의,2014_faq.pdf,159
2014년,의료기기 변경허가 위반시 처분 관련 질의,2014_faq.pdf,160
2014년,유효기간 만료된 의료기기 폐기 처리 관련 질의,2014_faq.pdf,160
2014년,판매업자 광고 위반시 제조업자의 책임 관련 질의,2014_faq.pdf,161
2014년,품목허가 자진취하 후 수리 관련 질의,2014_faq.pdf,161
2014년,동일 법인 의료기관 내 의료기기 이전 관련 질의,2014_faq.pdf,162
2014년,중고의료기기 검사필증 발행 절차 관련 질의,2014_faq.pdf,162
2014년,무허가 의료기기 수입 및 사용 관련 질의,2014_faq.pdf,163
2014년,수입의료기기 입고검사 항목 관련 질의,2014_faq.pdf,163
2014년,제조업체의 판매업무정지 품목 판매 관련 질의,2014_faq.pdf,164
2014년,의료기기 용도변경 관련 질의,2014_faq.pdf,164
2014년,수입허가 받은 품목의 원자재 부분품을 국내 제조제품으로 변경하여 소비자에게 제공해도 되는지 여부 질의,2014_faq.pdf,165
2014년,의료기기 변·개조 관련 질의,2014_faq.pdf,166
2014년,의료기기 제조업체에서 허가 받은 일회용내시경생검기구의 부분품(coil)을 수입할 경우 표준통관예정보고가 필요한지 여부,2014_faq.pdf,169
2014년,허가 정보 공개 관련하여 비공개 가능 여부,2014_faq.pdf,169
2014년,무균시험 대상 관련 질의,2014_faq.pdf,169
2013년,약물흡수유도피부자극기 구분 관련 질의,2013_faq.pdf,18
2013년,허가받은 내용과 다른 의료기기 제조 등 관련 질의,2013_faq.pdf,18
2013년,의료기기 허가사항에 대한 국가 간 상호 인정 관련 질의,2013_faq.pdf,19
2013년,동등공고제품 판단 기준 관련 질의,2013_faq.pdf,19
2013년,의료기기 허가증 및 기술문서의 용도 관련 질의,2013_faq.pdf,20
2013년,의료기기 제조변경허가 관련 질의,2013_faq.pdf,20
2013년,의료기기 임상시험기관 변경지정신청 관련 질의,2013_faq.pdf,21
2013년,영문증명서 발급 관련 질의,2013_faq.pdf,22
2013년,의료기기 수입허가 관련 질의,2013_faq.pdf,23
2013년,의료기기 허가 관련 질의,2013_faq.pdf,23
2013년,제조신고 시 제조원 기재 요령 관련 질의,2013_faq.pdf,24
2013년,경미한 변경사항 관련 질의,2013_faq.pdf,24
2013년,한벌구성 의료기기 허가 관련 질의,2013_faq.pdf,25
2013년,수출용 의료기기 허가 시 구비서류 관련 질의,2013_faq.pdf,25
2013년,취하된 제품의 상품명 사용 관련 질의,2013_faq.pdf,26
2013년,알칼리이온수생성기 효능·효과 근거자료 관련 질의,2013_faq.pdf,26
2013년,직권 취소된 품목의 양도·양수 관련 질의,2013_faq.pdf,27
2013년,상품명 관련 질의,2013_faq.pdf,27
2013년,개인용전위발생기의 정의 관련 질의,2013_faq.pdf,28
2013년,전동휠체어 관련 질의,2013_faq.pdf,28
2013년,2등급 의료기기 기술문서 관련 질의,2013_faq.pdf,29
2013년,신고증 조치사항 관련 질의,2013_faq.pdf,29
2013년,연구용 의료기기 관련 질의,2013_faq.pdf,30
2013년,응급환자이송용 헬기 관련 질의,2013_faq.pdf,30
2013년,의료기기에 항균 기능 적용 관련 질의,2013_faq.pdf,31
2013년,의료기기 변경허가 관련 질의,2013_faq.pdf,31
2013년,구성품의 변경허가 관련 질의,2013_faq.pdf,32
2013년,의료기기의 변·개조 관련 질의,2013_faq.pdf,32
2013년,전위발생기 관련 질의,2013_faq.pdf,33
2013년,수입 의료기기의 제조원(제조의뢰자, 제조자) 기재 요령 관련 질의,2013_faq.pdf,33
2013년,기술문서 심사 관련 질의,2013_faq.pdf,34
2013년,의료기기 제조(수입)허가 관련 질의,2013_faq.pdf,34
2013년,의료기기 자가 테스트 관련 질의,2013_faq.pdf,35
2013년,의료기기 수입신고 취하 관련 질의,2013_faq.pdf,35
2013년,경미한 변경사항 관련 질의,2013_faq.pdf,36
2013년,상품명 관련 질의,2013_faq.pdf,36
2013년,동일성 검토 신청 구비서류 관련 질의,2013_faq.pdf,37
2013년,의료기기 제조업 및 제조허가 구비서류 관련 질의,2013_faq.pdf,38
2013년,의료기기 정의 관련 질의,2013_faq.pdf,38
2013년,의료기기 일부공정 수탁업체의 조건 관련 질의,2013_faq.pdf,39
2013년,의료기기 등급별 위해도 관련 질의,2013_faq.pdf,39
2013년,의료기기 제조(수입) 허가를 받는 절차 및 구비서류 관련 질의,2013_faq.pdf,40
2013년,품목 양도·양수 관련 질의,2013_faq.pdf,40
2013년,의료기기 허가(신고) 대상 관련 질의,2013_faq.pdf,41
2013년,한벌구성 의료기기 관련 질의,2013_faq.pdf,41
2013년,1등급 의료기기 제조(수입)신고 관련 질의,2013_faq.pdf,42
2013년,의료기기 부분품 관련 질의,2013_faq.pdf,42
2013년,동물용 의료기기의 허가 관련 질의,2013_faq.pdf,43
2013년,의료기기 시험검사기관 관련 질의,2013_faq.pdf,43
2013년,의료기기 제조(수입)업체 휴·폐업 관련 질의,2013_faq.pdf,44
2013년,의료기기 부분품 관련 질의,2013_faq.pdf,44
2013년,기술문서심사결과 통지서 관련 질의,2013_faq.pdf,45
2013년,멸균방법 변경 관련 질의,2013_faq.pdf,45
2013년,IEC 규격 관련 질의,2013_faq.pdf,46
2013년,시험용 의료기기 조치 방법 관련 질의,2013_faq.pdf,46
2013년,시험용 의료기기 관련 질의,2013_faq.pdf,47
2013년,기술문서심사 관련 질의,2013_faq.pdf,47
2013년,의료기기 안전성 시험 항목 관련 질의,2013_faq.pdf,48
2013년,최신기준 규격 관련 질의,2013_faq.pdf,48
2013년,인공수정체의 최신 시험규격 관련 질의,2013_faq.pdf,49
2013년,조합의료기기 관련 질의,2013_faq.pdf,49
2013년,기술문서 심사 관련 질의,2013_faq.pdf,50
2013년,변경허가 관련 질의,2013_faq.pdf,50
2013년,전자의료기기의 디지털 표시부 관련 질의,2013_faq.pdf,51
2013년,유헬스 케어 관련 질의,2013_faq.pdf,51
2013년,변경허가 관련 질의,2013_faq.pdf,52
2013년,수액세트 Non PVC 허가 시 시험 규격 관련 질의,2013_faq.pdf,52
2013년,국내 허가 현황 및 미국 FDA 승인 여부 확인 관련 질의,2013_faq.pdf,53
2013년,시험자료 제출 시 인정 요건 관련 질의,2013_faq.pdf,53
2013년,천연고무 라텍스 기재사항 관련 질의,2013_faq.pdf,54
2013년,변경허가 관련 질의,2013_faq.pdf,54
2013년,임상시험 관련 질의,2013_faq.pdf,55
2013년,변경허가 관련 질의,2013_faq.pdf,55
2013년,기술문서 심사의 처리기간 관련 질의,2013_faq.pdf,56
2013년,의료기기 부분품허가 관련 질의,2013_faq.pdf,56
2013년,시험검사성적서 인정 범위 관련 질의,2013_faq.pdf,57
2013년,의료기기의 인체 접촉·비접촉 구분 기준 관련 질의,2013_faq.pdf,57
2013년,전자민원사이트 회원가입 관련 질의,2013_faq.pdf,60
2013년,전자민원사이트 업무권한 위임 관련 질의,2013_faq.pdf,60
2013년,제조(수입)허가증 출력 관련 질의,2013_faq.pdf,61
2013년,전자민원사이트 민원신청 관련 질의,2013_faq.pdf,61
2013년,전자민원사이트 민원신청 관련 질의,2013_faq.pdf,62
2013년,민원서식 검색 관련 질의,2013_faq.pdf,62
2013년,수수료 관련 질의,2013_faq.pdf,63
2013년,의료용온열기,2013_faq.pdf,66
2013년,병원에서 사용하는 침대,2013_faq.pdf,66
2013년,미용을 목적으로 사용하는 기구,2013_faq.pdf,67
2013년,검채용 면봉,2013_faq.pdf,67
2013년,전기영동 시 사용되는 제품,2013_faq.pdf,68
2013년,노인용 돋보기 안경,2013_faq.pdf,68
2013년,수동식침대를 전동으로 구동하게 하는 장치,2013_faq.pdf,69
2013년,멸균 수술복,2013_faq.pdf,69
2013년,질세정기 및 질세정액,2013_faq.pdf,70
2013년,내시경 홀 내부 세척솔,2013_faq.pdf,70
2013년,폐 내의 체액(고름 등)을 흡인하는 기구,2013_faq.pdf,71
2013년,피부 아래 혈관의 위치를 표시하는 장비,2013_faq.pdf,71
2013년,상처 조직 접착에 사용하는 물질의 품목 및 등급,2013_faq.pdf,72
2013년,구성품으로 구성된 배지(AIM-V),2013_faq.pdf,73
2013년,결막상피세포를 채취하는 기구,2013_faq.pdf,73
2013년,단순히 심리적 안정을 취하기 위한 제품,2013_faq.pdf,74
2013년,고주파 사용하는 피부 탄력에 도움을 주는 제품,2013_faq.pdf,74
2013년,ELISA 분석기와 사용하는 시약,2013_faq.pdf,75
2013년,외반무지개(발가락 변형) 보호 밴드류,2013_faq.pdf,75
2013년,귀체온계용 렌즈필터,2013_faq.pdf,76
2013년,질량분석을 위해 검체를 전처리하는 화학물질,2013_faq.pdf,76
2013년,심방세동을 진단하는데 사용되는 소프트웨어,2013_faq.pdf,77
2013년,의료기기를 소독하기 위해 담는 트레이,2013_faq.pdf,77
2013년,발의 피로를 완화하기 위해 사용하는 마사지볼,2013_faq.pdf,78
2013년,화장품 흡수촉진을 위한 피부마사기 기기,2013_faq.pdf,78
2013년,체중을 측정하는 체중계,2013_faq.pdf,79
2013년,산소포화도 측정기,2013_faq.pdf,79
2013년,에이프론 행거 등,2013_faq.pdf,80
2013년,체지방지수(FAT%) 등을 표시해주는 제품,2013_faq.pdf,80
2013년,칫솔,2013_faq.pdf,81
2013년,전도성을 높이기 위해 사용하는 겔,2013_faq.pdf,81
2013년,실험실 등에서 미생물 증균 배양목적인 배지,2013_faq.pdf,82
2013년,마사지를 목적으로 사용하는 안마의자,2013_faq.pdf,82
2013년,치과용진료장치및의자 구성품인 라이트,2013_faq.pdf,83
2013년,연구용 목적(Research Use Only) 시약,2013_faq.pdf,83
2013년,의료기기 해당 여부 확인 관련 질의,2013_faq.pdf,84
2013년,임상시험 기관지정 관련 질의,2013_faq.pdf,88
2013년,임상시험 식약처장 승인 대상 관련 질의,2013_faq.pdf,89
2013년,연구자 임상 대상 관련 질의,2013_faq.pdf,91
2013년,의약품 관련 임상시험 실시기관 관련 질의,2013_faq.pdf,92
2013년,임상시험계획 변경승인 관련 질의,2013_faq.pdf,93
2013년,동물 대상 연구목적 임상시험 관련 질의,2013_faq.pdf,93
2013년,의료기기 임상시험 실시 조건 관련 질의,2013_faq.pdf,94
2013년,제조원 현지실사 관련 질의,2013_faq.pdf,98
2013년,제조원 현지실사 관련 질의,2013_faq.pdf,98
2013년,GMP 정기갱신 행정처분 관련 질의,2013_faq.pdf,99
2013년,소프트웨어 밸리데이션 관련 질의,2013_faq.pdf,99
2013년,검·교정 실시 관련 질의,2013_faq.pdf,100
2013년,GMP 유효기간 관련 질의,2013_faq.pdf,100
2013년,청정도 관리 관련 질의,2013_faq.pdf,101
2013년,GMP 품목군 추가 관련 질의,2013_faq.pdf,101
2013년,GMP 정기갱신 심사 관련 질의,2013_faq.pdf,102
2013년,GMP 변경심사 관련 질의,2013_faq.pdf,102
2013년,시험검사 관련 질의,2013_faq.pdf,103
2013년,위탁 생산업체 GMP 심사 관련 질의,2013_faq.pdf,103
2013년,입·출고 검사 관련 질의,2013_faq.pdf,104
2013년,GMP 심사 방법 관련 질의,2013_faq.pdf,104
2013년,GMP 추가심사 관련 질의,2013_faq.pdf,105
2013년,GMP 추가심사 관련 질의,2013_faq.pdf,105
2013년,GMP 정기갱신심사 등 관련 질의,2013_faq.pdf,106
2013년,GMP 현지실사 관련 질의,2013_faq.pdf,106
2013년,위험관리계획서 관련 질의,2013_faq.pdf,107
2013년,수출용 의료기기 GMP 심사 관련 질의,2013_faq.pdf,107
2013년,품질책임자 관련 질의,2013_faq.pdf,108
2013년,GMP 적합성 평가표 관련 질의,2013_faq.pdf,108
2013년,GMP 소요기간 관련 질의,2013_faq.pdf,109
2013년,GMP 정기갱신 심사 주기 관련 질의,2013_faq.pdf,109
2013년,변경 전 소재지에서 제조한 제품 판매 관련 질의,2013_faq.pdf,110
2013년,의료기기에 관한 기사 광고 관련 질의,2013_faq.pdf,114
2013년,광고사전심의 관련 질의,2013_faq.pdf,114
2013년,병·의원 소개 광고 관련 질의,2013_faq.pdf,115
2013년,드라마 촬영용 소품 관련 질의,2013_faq.pdf,115
2013년,병·의원 지명 관련 질의,2013_faq.pdf,116
2013년,영수증에 의료기기 광고 관련 질의,2013_faq.pdf,116
2013년,허가받지 않은 상품명 광고 관련 질의,2013_faq.pdf,117
2013년,의료기기가 아닌 제품의 표시·광고 관련 질의,2013_faq.pdf,117
2013년,광고사전심의 관련 질의,2013_faq.pdf,118
2013년,금지되는 광고의 범위 관련 질의,2013_faq.pdf,118
2013년,허가변경 신청 중인 제품 광고 관련 질의,2013_faq.pdf,119
2013년,카달로그 광고사전심의 대상 관련 질의,2013_faq.pdf,119
2013년,품목 허가 진행 중인 제품 광고 관련 질의,2013_faq.pdf,120
2013년,명칭 사용 관련 질의,2013_faq.pdf,120
2013년,견본품 표시 관련 질의,2013_faq.pdf,121
2013년,의료기기 기재사항 관련 질의,2013_faq.pdf,121
2013년,기재사항 글자크기 관련 질의,2013_faq.pdf,122
2013년,제품 기재사항 관련 질의,2013_faq.pdf,122
2013년,유효기간 표시 관련 질의,2013_faq.pdf,123
2013년,필수 기재사항 이외의 기재사항 글자크기 관련 질의,2013_faq.pdf,123
2013년,용기 등의 기재사항 글자크기 관련 질의,2013_faq.pdf,124
2013년,허가 받지 안은 품목 포장박스에 표시 관련 질의,2013_faq.pdf,124
2013년,용기나 외장 기재사항 관련 질의,2013_faq.pdf,125
2013년,외부포장 기재사항 관련 질의,2013_faq.pdf,125
2013년,면적이 좁은 경우 기재사항 관련 질의,2013_faq.pdf,126
2013년,용기 등의 기재사항 관련 질의,2013_faq.pdf,126
2013년,피부 관리실에서 자가 사용 관련 질의,2013_faq.pdf,130
2013년,의료기기 방문 판매 관련 질의,2013_faq.pdf,130
2013년,일반 실험실에 의료기기 판매 관련 질의,2013_faq.pdf,131
2013년,의료기기 구입하여 수출 시 자격요건 관련 질의,2013_faq.pdf,131
2013년,안경업소 내 의료기기 판매업 관련 질의,2013_faq.pdf,132
2013년,의료기기 사용 관련 질의,2013_faq.pdf,132
2013년,행정처분 기간 중 판매 관련 질의,2013_faq.pdf,133
2013년,각각 허가 제품을 하나로 포장하여 판매 관련 질의,2013_faq.pdf,133
2013년,판매업 신고 시 건축물 용도 관련 질의,2013_faq.pdf,134
2013년,약국에서 의료기기 판매 관련 질의,2013_faq.pdf,134
2013년,유효기간 지난 제품 관련 질의,2013_faq.pdf,135
2013년,허가받은 사항과 다른 의료기기 판매 관련 질의,2013_faq.pdf,135
2013년,의료기기 판매 대상 관련 질의,2013_faq.pdf,136
2013년,통신판매 관련 질의,2013_faq.pdf,136
2013년,의료기관 간 양도·양수 관련 질의,2013_faq.pdf,137
2013년,판매업 신고 대상 관련 질의,2013_faq.pdf,137
2013년,제조업자의 의료기기 판매 관련 질의,2013_faq.pdf,138
2013년,품목 자진취하 이전 재고제품 판매 관련 질의,2013_faq.pdf,138
2013년,임대한 장소에서 의료기기 전시 등 관련 질의,2013_faq.pdf,139
2013년,수출용 의료기기 국내 판매 관련 질의,2013_faq.pdf,139
2013년,의료기기 검사필증 관련 질의,2013_faq.pdf,140
2013년,중고의료기기 판매 관련 질의,2013_faq.pdf,140
2013년,제조업자가 중고의료기기 판매 관련 질의,2013_faq.pdf,141
2013년,의료기기 수리업 신고 건물 용도 관련 질의,2013_faq.pdf,144
2013년,품목 자진취하 후 수리 관련 질의,2013_faq.pdf,144
2013년,제조업자가 자사 제품 수리 관련 질의,2013_faq.pdf,145
2013년,수리기간 관련 질의,2013_faq.pdf,145
2013년,수리업 시설 및 품질관리체계기준 관련 질의,2013_faq.pdf,146
2013년,부품 교환 행위 관련 질의,2013_faq.pdf,146
2013년,추적관리대상 의료기기 기록 관련 질의,2013_faq.pdf,150
2013년,추적관리대상 의료기기 관련 질의,2013_faq.pdf,150
2013년,추적관리대상 의료기기 지정 대상 관련 질의,2013_faq.pdf,151
2013년,의료기기 판매가능 관련 질의,2013_faq.pdf,152
2013년,의료기기 생산·수입 실적보고 관련 질의,2013_faq.pdf,152
2013년,구매자가 행정처분 받기 이전 제품 사용 관련 질의,2013_faq.pdf,153
2013년,휴·폐업 미신고 시 처분사항 관련 질의,2013_faq.pdf,153
2013년,의료기기 과징금 관련 질의,2013_faq.pdf,154
2013년,무허가(신고) 의료기기 제조·판매 시 행정처분 관련 질의,2013_faq.pdf,154
2013년,제조업무정지 행정처분 받은 경우 판매 관련 질의,2013_faq.pdf,155
2013년,의사 처방이 필요한 의료기기 관련 질의,2013_faq.pdf,158
2013년,유럽 RoHS 기준 적용 관련 질의,2013_faq.pdf,158
2013년,방문상담 신청 절차 관련 질의,2013_faq.pdf,159
2013년,식품의약품안전처 제정(개정) 고시 전문 확인 관련 질의 ,2013_faq.pdf,159
2013년,보험급여 및 보험수가 적용 대상 확인 관련 질의,2013_faq.pdf,160
2013년,허가증 재교부 관련 질의,2013_faq.pdf,160
2013년,의료기기 민원신청 수수료 관련 질의,2013_faq.pdf,161
2013년,민원서류 보완기간 연장 관련 질의,2013_faq.pdf,161
2013년,민원처리기간 관련 질의,2013_faq.pdf,162
2013년,영문증명서 유효기간 관련 질의,2013_faq.pdf,162
2013년,폐업하는 경우 허가증 처리 관련 질의,2013_faq.pdf,163
2012년,의료기기의 정의는 무엇인가요?,2012_faq.pdf,15
2012년,의료기기 품목별 등급기준(1~4등급) 중 어떤 등급이 위험도가 높은가요?,2012_faq.pdf,15
2012년,의료기기 제조(수입) 허가를 받는 절차 및 구비서류는 무엇인가요?,2012_faq.pdf,16
2012년,허가받은 제품을 수출하면서 허가받은 모델과 다른 수출용 모델로 기재하여 수출할 수 있나요?,2012_faq.pdf,16
2012년,제조 또는 수입허가 일부에 대한 양도·양수계약서 서식이 따로 있나요?,2012_faq.pdf,17
2012년,개인용혈당측정기. 혈당측정검사지. 랜싯이 복합구성된 제품의 허가(신고)와 관련하여 복합 구성되는 각각의 제품이 이미 허가를 받았거나 신고를 한 제품일 경우 허가절차는 어떻게 되나요?,2012_faq.pdf,17
2012년,수입허가받은 제품의 수리를 위해 동 제품에 들어가는 일부 구성품을 수입국에서 들여올 때에도 그 구성품에 대하여 별도의 수입허가를 받아야 하나요?,2012_faq.pdf,18
2012년,의료기기 품목제조 위탁제조의 범위는 무엇인가요?,2012_faq.pdf,18
2012년,의료기기 제조(수입)허가를 받거나 신고를 하는 대상은 무엇인가?,2012_faq.pdf,19
2012년,수입 의료기기의 제조방법 작성 요령은 어떻게 되나요?,2012_faq.pdf,19
2012년,기술문서 심사의 처리기간은 어떻게 되나요?,2012_faq.pdf,20
2012년,국내에서 판매(유통)하지 않고 수출용으로만 제조하는 의료기기도 품목허가를 받아야 하나요?,2012_faq.pdf,20
2012년,제조(수입)허가를 취하하고자 하는 경우 신청 절차 및 구비서류는 무엇인가요?,2012_faq.pdf,21
2012년,한벌구성 의료기기를 구성하는 각각의 의료기기가 등급이 상이할 경우 의료기기 등급은 어떻게 되나요?,2012_faq.pdf,21
2012년,1등급 의료기기 제조(수입)품목 신고 시 시험검사성적서가 필요한가요?,2012_faq.pdf,22
2012년,기술문서 심사를 신청하기 위해서는 반드시 의료기기 제조(수입)업 및 품목허가가 있어야 가능한가요?,2012_faq.pdf,22
2012년,기술문서심사 시 제출하는 자료의 범위와 시험설정은 어떻게 해야 하나요?,2012_faq.pdf,23
2012년,국내·국외 최초로 개발된 의료기기에 대해 식약청 허가를 받으려면 어떤 자료를 준비해야 하나요?,2012_faq.pdf,23
2012년,기술문서 심사 결과통지서의 유효기간이 있나요?,2012_faq.pdf,24
2012년,기술문서 심사신청 시 수입제품에 대한 자료는 원문으로 제출해도 되나요?,2012_faq.pdf,24
2012년,의료기기 제조에 사용되어 지는 부분품이란 무엇인가요?,2012_faq.pdf,25
2012년,동물용 의료기기의 허가 절차는 어떻게 되나요?,2012_faq.pdf,25
2012년,A라는 형명에 B. C라는 두 가지 수출용 형명이 가능한가요?,2012_faq.pdf,26
2012년,혈당측정검사지(1등급) 및 개인용혈당측정기(3등급)로 각각 신고 및 허가된 제품을 한벌구성 의료기기로 등록하는 절차는 무엇인가요?,2012_faq.pdf,26
